游资标签,标签类型,席位ID,当前分组,当前元数据有效,开盘红完整标签,营业部全称,营业部归一键,独立观测次数,双源证据记录数,YYB日表匹配次数,龙虎榜动向匹配次数,名称直接命中观测,金额精确命中观测,首次观测,最近观测,金额中位误差_pct,金额最大误差_pct,标签观测占比_pct,置信度,匹配依据
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰君安证券股份有限公司上海海阳西路证券营业部,国泰系上海海阳西路证券营业部,51,56,10,46,0,50,2025-01-16,2025-04-07,3.4e-05,1.848032,11.94,A-高,同日同股金额精确匹配；同日同股金额近似匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰君安证券股份有限公司上海江苏路证券营业部,国泰系上海江苏路证券营业部,24,26,2,24,0,24,2025-01-07,2025-04-03,4.2e-05,0.000258,5.62,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司上海海阳西路证券营业部,国泰系上海海阳西路证券营业部,22,23,4,19,0,22,2025-04-08,2025-05-07,5e-05,0.000229,5.15,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司宁波广福街证券营业部,国泰系宁波广福街证券营业部,18,26,16,10,0,18,2025-07-18,2026-04-28,0.0,0.00025,4.22,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,中信证券股份有限公司杭州延安路证券营业部,中信证券股份有限公司杭州延安路证券营业部,12,19,12,7,0,12,2026-05-28,2026-06-23,0.0,0.000192,2.81,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰君安证券股份有限公司宁波广福街证券营业部,国泰系宁波广福街证券营业部,5,5,0,5,0,5,2025-02-05,2025-03-06,4.8e-05,0.000171,1.17,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司上海江苏路证券营业部,国泰系上海江苏路证券营业部,4,5,2,3,0,4,2025-04-09,2025-05-07,2e-06,0.000123,0.94,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司上海分公司,国泰系上海分公司,3,6,3,3,0,3,2026-04-09,2026-04-20,6e-06,4.3e-05,0.7,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,东方财富证券股份有限公司拉萨东环路第二证券营业部,东方财富证券股份有限公司拉萨东环路第二证券营业部,1,1,0,1,0,0,2025-08-04,2025-08-04,0.972616,0.972616,0.23,C-低,同日同股金额近似匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司上海松江中山东路证券营业部,国泰系上海松江中山东路证券营业部,1,1,1,0,0,0,2025-05-08,2025-05-08,0.360332,0.360332,0.23,C-低,同日同股金额近似匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司成都北一环路证券营业部,国泰系成都北一环路证券营业部,1,1,0,1,0,0,2025-11-03,2025-11-03,2.823752,2.823752,0.23,C-低,同日同股金额近似匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,开源证券股份有限公司西安西大街证券营业部,开源证券股份有限公司西安西大街证券营业部,1,1,0,1,0,0,2026-01-05,2026-01-05,0.634134,0.634134,0.23,C-低,同日同股金额近似匹配
赵老哥,游资别名/路线席位,25,顶级游资,是,游资系列：赵老哥,中国银河证券股份有限公司北京阜成路证券营业部,中国银河证券股份有限公司北京阜成路证券营业部,5,5,4,1,0,5,2025-02-11,2026-06-17,1e-06,0.00024,100.0,A-高,同日同股金额精确匹配
金开大道,游资别名/路线席位,9,顶级游资,是,游资系列：金开大道,方正证券股份有限公司重庆金开大道证券营业部,方正证券股份有限公司重庆金开大道证券营业部,43,72,41,31,43,43,2025-02-07,2026-05-11,1e-06,30.855109,100.0,A-高,营业部名称直接含标签；同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东莞证券股份有限公司四川分公司,东莞证券股份有限公司四川分公司,252,348,229,119,0,252,2025-01-07,2026-06-22,2e-06,0.000943,31.42,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,华鑫证券有限责任公司江苏分公司,华鑫证券有限责任公司江苏分公司,128,205,112,93,0,128,2025-01-02,2026-05-25,3e-06,0.000337,15.96,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,华鑫证券有限责任公司佛山南海海五路证券营业部,华鑫证券有限责任公司佛山南海海五路证券营业部,60,95,53,42,0,60,2025-01-02,2026-06-17,0.0,0.000239,7.48,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东莞证券股份有限公司厦门分公司,东莞证券股份有限公司厦门分公司,51,69,47,22,0,51,2025-01-10,2026-06-23,1e-06,0.0003,6.36,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,开源证券股份有限公司西安西大街证券营业部,开源证券股份有限公司西安西大街证券营业部,51,53,2,51,0,51,2025-02-25,2025-05-08,9e-05,0.000299,6.36,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,兴业证券股份有限公司深圳分公司,兴业证券股份有限公司深圳分公司,48,75,48,27,0,48,2025-05-26,2026-06-15,1e-06,0.000348,5.99,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东莞证券股份有限公司北京分公司,东莞证券股份有限公司北京分公司,35,50,32,18,0,35,2025-01-07,2026-06-23,2e-06,0.000421,4.36,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东莞证券股份有限公司浙江分公司,东莞证券股份有限公司浙江分公司,27,34,17,17,0,27,2025-01-20,2026-05-12,2.1e-05,0.001282,3.37,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东亚前海证券有限责任公司北京分公司,东亚前海证券有限责任公司北京分公司,23,32,16,16,0,23,2025-01-09,2026-02-26,2e-06,0.0004,2.87,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,中信证券股份有限公司金华分公司,中信证券股份有限公司金华分公司,18,24,16,8,0,18,2025-01-21,2026-05-27,0.0,9.8e-05,2.24,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东吴证券股份有限公司苏州石路证券营业部,东吴证券股份有限公司苏州石路证券营业部,16,26,15,11,0,16,2025-03-14,2026-06-15,0.0,9e-05,2.0,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,兴业证券股份有限公司厦门分公司,兴业证券股份有限公司厦门分公司,15,20,15,5,0,15,2025-06-23,2026-06-12,0.0,0.000286,1.87,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,海通证券股份有限公司上海黄浦区福州路证券营业部,海通证券股份有限公司上海黄浦区福州路证券营业部,15,18,13,5,0,15,2025-03-27,2025-09-11,0.0,0.000223,1.87,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,华鑫证券有限责任公司山东分公司,华鑫证券有限责任公司山东分公司,11,12,6,6,0,11,2025-01-08,2026-06-22,2.4e-05,0.000361,1.37,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,开源证券股份有限公司深圳分公司,开源证券股份有限公司深圳分公司,7,8,4,4,0,7,2025-01-03,2025-09-23,1e-06,0.000114,0.87,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东莞证券股份有限公司北京西城太平街证券营业部,东莞证券股份有限公司北京西城太平街证券营业部,6,6,5,1,0,6,2025-02-24,2026-06-05,0.0,5.6e-05,0.75,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,中国银河证券股份有限公司深圳华侨城证券营业部,中国银河证券股份有限公司深圳华侨城证券营业部,6,9,6,3,0,6,2025-06-04,2026-06-03,1e-06,0.000129,0.75,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,申万宏源证券有限公司北京劲松九区证券营业部,申万宏源证券有限公司北京劲松九区证券营业部,6,7,6,1,0,6,2025-04-24,2026-06-22,0.0,0.000115,0.75,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,国都证券股份有限公司北京阜外大街证券营业部,国都证券股份有限公司北京阜外大街证券营业部,5,6,5,1,0,5,2025-03-06,2026-03-25,8e-06,0.00041,0.62,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,中信建投证券股份有限公司西安南大街证券营业部,中信建投证券股份有限公司西安南大街证券营业部,4,4,4,0,0,4,2025-04-11,2026-05-29,0.0,1e-06,0.5,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,兴业证券股份有限公司厦门穆厝路证券营业部,兴业证券股份有限公司厦门穆厝路证券营业部,3,4,3,1,0,3,2025-03-12,2025-12-09,0.0,8.5e-05,0.37,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,华福证券有限责任公司福州西环中路证券营业部,华福证券有限责任公司福州西环中路证券营业部,3,4,3,1,0,3,2025-03-17,2025-06-20,1e-06,5.2e-05,0.37,A-高,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,华福证券股份有限公司福州湖东路证券营业部,华福证券股份有限公司福州湖东路证券营业部,2,3,2,1,0,2,2026-03-04,2026-06-23,0.0,0.0,0.25,B-中,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东吴证券股份有限公司上海西藏南路证券营业部,东吴证券股份有限公司上海西藏南路证券营业部,1,1,0,1,0,0,2026-01-14,2026-01-14,0.494632,0.494632,0.12,C-低,同日同股金额近似匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东方财富证券股份有限公司上海东方路证券营业部,东方财富证券股份有限公司上海东方路证券营业部,1,1,0,1,0,0,2025-09-30,2025-09-30,1.268404,1.268404,0.12,C-低,同日同股金额近似匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东海证券股份有限公司泉州丰泽街证券营业部,东海证券股份有限公司泉州丰泽街证券营业部,1,1,0,1,0,0,2025-05-21,2025-05-21,0.82085,0.82085,0.12,C-低,同日同股金额近似匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,东莞证券股份有限公司福建分公司,东莞证券股份有限公司福建分公司,1,1,1,0,0,1,2025-07-23,2025-07-23,8e-06,8e-06,0.12,C-低,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,中国银河证券股份有限公司厦门嘉禾路证券营业部,中国银河证券股份有限公司厦门嘉禾路证券营业部,1,1,0,1,0,0,2025-02-05,2025-02-05,1.121197,1.121197,0.12,C-低,同日同股金额近似匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,中国银河证券股份有限公司合肥祁门路证券营业部,中国银河证券股份有限公司合肥祁门路证券营业部,1,1,1,0,0,0,2025-04-03,2025-04-03,2.292827,2.292827,0.12,C-低,同日同股金额近似匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,华福证券有限责任公司福州湖东路证券营业部,华福证券有限责任公司福州湖东路证券营业部,1,1,1,0,0,1,2025-12-09,2025-12-09,0.0,0.0,0.12,C-低,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,浙商证券股份有限公司厦门杏林东路证券营业部,浙商证券股份有限公司厦门杏林东路证券营业部,1,2,1,1,0,1,2026-06-03,2026-06-03,0.0,0.0,0.12,C-低,同日同股金额精确匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,申万宏源证券有限公司宜昌西陵一路证券营业部,申万宏源证券有限公司宜昌西陵一路证券营业部,1,1,0,1,0,0,2025-10-15,2025-10-15,1.487303,1.487303,0.12,C-低,同日同股金额近似匹配
低位挖掘,策略/量化集群,43,知名游资,是,短线主力：低位挖掘,金融街证券股份有限公司沈阳奉天街证券营业部,金融街证券股份有限公司沈阳奉天街证券营业部,1,1,0,1,0,0,2026-06-01,2026-06-01,1.74887,1.74887,0.12,C-低,同日同股金额近似匹配
北京炒家,游资别名/路线席位,71,知名游资,是,游资系列：北京炒家,长城证券股份有限公司绵阳飞云大道证券营业部,长城证券股份有限公司绵阳飞云大道证券营业部,5,6,3,3,0,5,2025-06-03,2026-05-29,0.0,0.000246,100.0,A-高,同日同股金额精确匹配
天童南路,游资别名/路线席位,100,知名游资,是,游资系列：天童南路,国盛证券有限责任公司宁波天童南路证券营业部,国盛证券宁波天童南路证券营业部,230,311,229,82,230,228,2025-03-03,2026-01-08,0.0,99.08844,99.57,A-高,营业部名称直接含标签；同日同股金额精确匹配；同日同股金额近似匹配
天童南路,游资别名/路线席位,100,知名游资,是,游资系列：天童南路,国盛证券股份有限公司宁波天童南路证券营业部,国盛证券宁波天童南路证券营业部,1,2,1,1,1,1,2026-06-18,2026-06-18,2.6e-05,5.2e-05,0.43,B-中,营业部名称直接含标签；同日同股金额精确匹配
宁波桑田路,游资别名/路线席位,22,知名游资,是,游资系列：宁波桑田路,国盛证券有限责任公司宁波桑田路证券营业部,国盛证券宁波桑田路证券营业部,422,622,337,285,422,414,2025-01-02,2026-01-21,3e-06,97.217486,76.17,A-高,营业部名称直接含标签；同日同股金额精确匹配；同日同股金额近似匹配
宁波桑田路,游资别名/路线席位,22,知名游资,是,游资系列：宁波桑田路,国盛证券股份有限公司宁波桑田路证券营业部,国盛证券宁波桑田路证券营业部,123,198,123,75,123,123,2026-01-23,2026-06-23,2e-06,99.337078,22.2,A-高,营业部名称直接含标签；同日同股金额精确匹配
宁波桑田路,游资别名/路线席位,22,知名游资,是,游资系列：宁波桑田路,国盛证券有限责任公司宁波桑田路营业部,国盛证券宁波桑田路营业部,7,7,7,0,7,7,2025-05-14,2026-01-14,6e-06,0.000233,1.26,A-高,营业部名称直接含标签；同日同股金额精确匹配
宁波桑田路,游资别名/路线席位,22,知名游资,是,游资系列：宁波桑田路,东方财富证券股份有限公司拉萨团结路第二证券营业部,东方财富证券股份有限公司拉萨团结路第二证券营业部,1,1,0,1,0,0,2025-01-13,2025-01-13,1.865488,1.865488,0.18,C-低,同日同股金额近似匹配
宁波桑田路,游资别名/路线席位,22,知名游资,是,游资系列：宁波桑田路,光大证券股份有限公司北京总部基地证券营业部,光大证券股份有限公司北京总部基地证券营业部,1,1,1,0,0,0,2026-03-06,2026-03-06,2.228207,2.228207,0.18,C-低,同日同股金额近似匹配
涅盘重升,游资别名/路线席位,55,知名游资,是,游资系列：涅盘重升,上海证券有限责任公司苏州中心广场证券营业部,上海证券有限责任公司苏州中心广场证券营业部,6,6,1,5,0,6,2025-01-03,2025-07-23,8.1e-05,0.00012,100.0,A-高,同日同股金额精确匹配
花呗哥,游资别名/路线席位,92,知名游资,是,游资系列：花呗哥,中信建投证券股份有限公司南通工农北路证券营业部,中信建投证券股份有限公司南通工农北路证券营业部,5,6,2,4,0,5,2025-01-02,2025-05-15,1.4e-05,0.000328,83.33,A-高,同日同股金额精确匹配
花呗哥,游资别名/路线席位,92,知名游资,是,游资系列：花呗哥,中信建投证券股份有限公司上海营口路证券营业部,中信建投证券股份有限公司上海营口路证券营业部,1,1,0,1,0,0,2025-05-15,2025-05-15,2.629257,2.629257,16.67,C-低,同日同股金额近似匹配
趋势套利,策略/量化集群,68,知名游资,是,游资系列：招商深南东,招商证券股份有限公司深圳深南东路证券营业部,招商证券股份有限公司深圳深南东路证券营业部,11,11,11,0,0,11,2025-03-20,2026-06-23,2e-06,0.001299,100.0,A-高,同日同股金额精确匹配
轮回666,游资别名/路线席位,97,知名游资,是,游资系列：轮回666,华泰证券股份有限公司沈阳青年大街证券营业部,华泰证券股份有限公司沈阳青年大街证券营业部,8,11,3,8,0,8,2025-06-04,2026-01-23,3.8e-05,0.000313,100.0,A-高,同日同股金额精确匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中国国际金融股份有限公司上海分公司,中国国际金融股份有限公司上海分公司,1136,1136,1136,0,0,1125,2025-03-03,2026-06-23,0.0,2.690985,36.72,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国泰海通证券股份有限公司总部,国泰系总部,511,511,511,0,0,427,2025-04-08,2026-06-23,1e-06,2.946144,16.52,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中信证券股份有限公司上海分公司,中信证券股份有限公司上海分公司,300,300,300,0,0,259,2025-03-03,2026-06-23,1e-06,2.733909,9.7,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,226,226,226,0,0,174,2025-03-05,2026-06-23,1e-06,2.980746,7.3,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,华泰证券股份有限公司总部,华泰证券股份有限公司总部,131,131,131,0,0,119,2025-03-05,2026-06-23,0.0,2.933695,4.23,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,平安证券股份有限公司深圳分公司,平安证券股份有限公司深圳分公司,115,115,115,0,0,113,2025-03-03,2026-06-23,0.0,1.621841,3.72,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,瑞银证券有限责任公司上海花园石桥路证券营业部,瑞银证券有限责任公司上海花园石桥路证券营业部,113,113,113,0,0,86,2025-07-21,2026-06-17,1e-06,2.967474,3.65,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,摩根大通证券(中国)有限公司上海银城中路证券营业部,摩根大通证券(中国)有限公司上海银城中路证券营业部,97,97,97,0,0,76,2025-03-10,2026-05-29,1e-06,2.947278,3.14,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中信证券股份有限公司北京安外大街证券营业部,中信证券股份有限公司北京安外大街证券营业部,78,78,78,0,0,78,2025-03-03,2026-06-18,0.0,0.000347,2.52,A-高,同日同股金额精确匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国泰君安证券股份有限公司总部,国泰系总部,57,57,57,0,0,48,2025-03-03,2025-04-07,2e-06,2.71709,1.84,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中国国际金融股份有限公司北京建国门外大街证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,53,53,53,0,0,48,2025-03-05,2026-06-12,1e-06,2.377608,1.71,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,瑞银证券有限责任公司上海浦东新区花园石桥路第二证券营业部,瑞银证券有限责任公司上海浦东新区花园石桥路第二证券营业部,40,40,40,0,0,34,2025-03-07,2025-07-22,1e-06,2.808715,1.29,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中信证券股份有限公司深圳滨海大道证券营业部,中信证券股份有限公司深圳滨海大道证券营业部,33,33,33,0,0,31,2025-03-10,2026-06-17,0.0,2.081873,1.07,A-高,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,西部证券股份有限公司上海世纪大道证券营业部,西部证券股份有限公司上海世纪大道证券营业部,28,28,28,0,0,28,2025-03-14,2026-06-12,0.0,0.007072,0.9,A-高,同日同股金额精确匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中国中金财富证券有限公司北京宋庄路证券营业部,中国中金财富证券有限公司北京宋庄路证券营业部,16,16,16,0,0,16,2025-03-25,2026-05-15,2e-06,0.000762,0.52,A-高,同日同股金额精确匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,开源证券股份有限公司西安太华路证券营业部,开源证券股份有限公司西安太华路证券营业部,7,7,7,0,0,0,2025-05-27,2026-05-21,2.037372,2.605343,0.23,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,开源证券股份有限公司西安西大街证券营业部,开源证券股份有限公司西安西大街证券营业部,6,6,6,0,0,0,2025-06-27,2025-12-09,0.772187,2.760367,0.19,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,华鑫证券有限责任公司上海宛平南路证券营业部,华鑫证券有限责任公司上海宛平南路证券营业部,4,4,4,0,0,0,2025-10-15,2026-03-06,0.815705,2.155889,0.13,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰系上海长宁区江苏路证券营业部,4,4,4,0,0,1,2025-06-26,2025-12-19,1.942457,2.24933,0.13,B-中,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东方财富证券股份有限公司拉萨团结路第一证券营业部,东方财富证券股份有限公司拉萨团结路第一证券营业部,3,3,3,0,0,0,2025-04-21,2026-06-23,1.34848,1.591006,0.1,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东方财富证券股份有限公司拉萨金融城南环路证券营业部,东方财富证券股份有限公司拉萨金融城南环路证券营业部,3,3,3,0,0,0,2025-04-01,2025-12-30,1.935855,2.528318,0.1,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中国银河证券股份有限公司宜昌新世纪证券营业部,中国银河证券股份有限公司宜昌新世纪证券营业部,3,3,3,0,0,0,2025-11-14,2025-12-30,2.379045,2.478906,0.1,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国信证券股份有限公司浙江互联网分公司,国信证券股份有限公司浙江互联网分公司,3,3,3,0,0,0,2025-07-31,2026-04-29,2.335334,2.995097,0.1,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东亚前海证券有限责任公司四川分公司,东亚前海证券有限责任公司四川分公司,2,2,2,0,0,0,2025-06-06,2025-06-12,1.072422,1.448089,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东亚前海证券有限责任公司苏州分公司,东亚前海证券有限责任公司苏州分公司,2,2,2,0,0,0,2025-06-10,2026-05-07,1.060021,1.178173,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东方财富证券股份有限公司拉萨东环路第二证券营业部,东方财富证券股份有限公司拉萨东环路第二证券营业部,2,2,2,0,0,1,2025-10-28,2025-11-03,0.630266,1.197524,0.06,B-中,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中信证券股份有限公司深圳深南中路中信大厦证券营业部,中信证券股份有限公司深圳深南中路中信大厦证券营业部,2,2,2,0,0,0,2026-05-21,2026-06-16,2.794121,2.965912,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,中国银河证券股份有限公司北京中关村大街证券营业部,中国银河证券股份有限公司北京中关村大街证券营业部,2,2,2,0,0,0,2025-03-31,2025-08-26,1.548199,1.574666,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,华林证券股份有限公司北京分公司,华林证券股份有限公司北京分公司,2,2,2,0,0,0,2025-08-06,2025-10-21,1.496128,2.00476,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,华泰证券股份有限公司上海武定路证券营业部,华泰证券股份有限公司上海武定路证券营业部,2,2,2,0,0,0,2025-04-18,2025-11-18,0.719451,0.920092,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,华泰证券股份有限公司苏州吴中大道证券营业部,华泰证券股份有限公司苏州吴中大道证券营业部,2,2,2,0,0,0,2025-12-10,2026-01-19,1.795555,2.047737,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,华鑫证券有限责任公司上海光复路证券营业部,华鑫证券有限责任公司上海光复路证券营业部,2,2,2,0,0,0,2025-04-28,2025-04-29,1.849387,2.928016,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国泰海通证券股份有限公司上海松江区中山东路证券营业部,国泰系上海松江区中山东路证券营业部,2,2,2,0,0,1,2026-05-26,2026-06-02,0.436663,0.814129,0.06,B-中,同日同股金额精确匹配；同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国泰海通证券股份有限公司南京太平南路证券营业部,国泰系南京太平南路证券营业部,2,2,2,0,0,0,2025-11-07,2026-04-30,1.926325,2.518438,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国金证券股份有限公司上海静安区南京西路证券营业部,国金证券股份有限公司上海静安区南京西路证券营业部,2,2,2,0,0,0,2025-05-09,2025-12-12,1.997808,2.210153,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,国金证券股份有限公司深圳分公司,国金证券股份有限公司深圳分公司,2,2,2,0,0,0,2025-07-30,2026-03-02,1.283607,2.037797,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,招商证券股份有限公司深圳深南大道车公庙证券营业部,招商证券股份有限公司深圳深南大道车公庙证券营业部,2,2,2,0,0,0,2026-01-05,2026-02-26,2.479412,2.701104,0.06,B-中,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,万联证券股份有限公司绍兴胜利东路证券营业部,万联证券股份有限公司绍兴胜利东路证券营业部,1,1,1,0,0,0,2026-04-14,2026-04-14,0.553065,0.553065,0.03,C-低,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东亚前海证券有限责任公司深圳分公司,东亚前海证券有限责任公司深圳分公司,1,1,1,0,0,0,2026-04-29,2026-04-29,1.05908,1.05908,0.03,C-低,同日同股金额近似匹配
量化基金,策略/量化集群,57,知名游资,是,短线主力：量化基金,东北证券股份有限公司宁波分公司,东北证券股份有限公司宁波分公司,1,1,1,0,0,1,2025-04-10,2025-04-10,0.026899,0.026899,0.03,C-低,同日同股金额精确匹配
